Sugar Maple,,
Can you share footage from recreational flight?,YES - but can't be PAID for it,"YouTube ad revenue = gray area, direct payment = commercial"
Does Part 107 cover government drones?,"NO - public aircraft (police, fire, govt) have separate rules",Part 107 is for civil (commercial/private) operations
Part 107 altitude (400ft AGL) vs ham antenna height?,"Both measured AGL (above ground level), not MSL",Ham: higher = better. Drone: 400ft max.
VLOS requirement is like?,Visual line of sight = must see with unaided eye (like ham radio horizon),Can't operate beyond visual range (like VHF line-of-sight)
TFR is like ham radio forbidden frequencies?,Absolute prohibition - wildfire TFR = no ops (like restricted spectrum),Check NOTAMs like checking band plan
LAANC authorization is like?,Automated approval system (like LAANC instant approval vs weeks for manual),Like API vs manual request process
Sectional chart is like network diagram?,"Visual map of airspace classes, airports, hazards","Like topology map showing routers, subnets, firewalls"
Airspace classes (B/C/D/E/G) are like?,Security zones or permission levels,"Class B = most restricted, Class G = uncontrolled"
"Weather minimums (3 SM, cloud clearance) are like?",Minimum viable conditions for operation,"Below minimums = unsafe, don't fly"
Density altitude effect on drone performance?,Hot/high/humid = reduced lift (same as aircraft performance),"Thin air = less thrust, shorter flight time"
METAR wind notation (27015G25KT) is like?,Structured data format (270° at 15kt gusting 25kt),"Parse like log files: direction, speed, gusts"
Preflight inspection is like?,"Pre-deployment checklist (battery, props, links, GPS)",Catch failures before they happen in production
Return-to-home (RTH) is like?,Failsafe or exception handler (signal loss → RTH),Default safe behavior on error condition
Geofencing is like?,Software-enforced boundaries (can't fly in restricted areas),Like firewall rules or access control
Registration requirement (<55 lbs) is like?,Device registration or MAC address tracking,Unique ID for accountability
Accident reporting threshold is like?,Incident response protocol (>$500 damage or hospitalization),Mandatory reporting for serious events
PIC responsibility is like?,Root user or admin - ultimately responsible for all actions,Can delegate control but not responsibility
LiPo battery fire risk is like?,Runaway process or thermal throttling risk,Damaged battery = catastrophic failure (fire/explosion)
Propeller wash hazard is like?,Exhaust blast or output overflow,40+ mph downward airflow can injure bystanders
Flyaway (lost control) is like?,Process escaping control or runaway thread,Set RTH as failsafe to recover
VO (Visual Observer) is like?,Secondary monitoring or redundancy,"Backup eyes, communicates with PIC"
Right-of-way (manned aircraft) is like?,Priority queue or interrupt handling,"Manned aircraft = highest priority, always yield"
CRM (Crew Resource Management) is like?,Team communication protocols or agile standup,"Speak up if you see safety issue, regardless of hierarchy"
"Stadium TFR (1nm, 3000ft, ±1hr) is like?",Temporary resource lock during high-traffic event,Exclusive airspace during game (like DB lock during transaction)
Wildfire TFR is absolute like?,"Critical system failure - no exceptions, immediate cessation","'If you fly, we can't' - grounds firefighting aircraft"
NOTAM checking is like?,Polling for system status before operation,Check before EVERY flight (like health check before deployment)
Daylight ops (30 min before sunrise to after sunset) is like?,Operating hours or scheduled maintenance window,Extended with anti-collision lights (like extended support hours)
Waiver process is like?,Exception request or policy override,Request approval for operations outside standard rules
Commercial vs recreational is like?,Production vs dev environment,"Recreational = hobby, commercial = business (requires cert)"
Bowline - when to use?,"Fixed loop. Rescue, antenna support, guy lines",Won't slip or jam under load
Clove hitch - when to use?,Quick temporary pole attachment,Can slip under varying load or with slippery rope
Trucker's hitch advantage?,3:1 mechanical advantage (rope-only pulley),For tensioning guy lines
Working end vs standing end?,Working = free end you tie. Standing = fixed end,"Working manipulates, standing is anchor"
Figure-8 knot purpose?,Stopper knot (prevents rope through hole),"Simple, strong, easy to inspect"
Square knot danger?,Can capsize under load - NOT for critical use,"Only for same-diameter ropes, low load"
Sheet bend - when to use?,Join ropes of DIFFERENT diameters,More secure than square knot
Guy line - why 3+ points?,Triangulation provides lateral stability,"3 minimum, 4+ better for tall masts"
Working Load Limit (WLL)?,10-20% of break strength,Safety margin - never exceed
Sheet bend (different diameter ropes) is like?,Type coercion or adapter pattern,Connects incompatible types safely
Trucker's hitch (3:1 mechanical advantage) is like?,Leverage or force multiplication algorithm,Input force × 3 = output tension
AVPU,"Alert, Verbal, Pain, Unresponsive - scale for consciousness level"
ABCDE,"Airway: Make sure the mouth, nose, throat, and upper airway are clear of obstructions so the patient can breathe.
Breathing: Look, listen, and feel for breathing. Are they breathing? Is the breathing labored, easy, deep, shallow, etc.?
Circulation: Check for a pulse and look for signs of severe bleeding.
Disability: Making a decision if spine protection is needed (if you didn’t observe the incident, assume disability).
Expose: Examine your patient for obvious, major injuries, and if needed control bleeding."
S in SAMPLE,Signs & Symptoms - what patient reports/you observe
A in SAMPLE,Allergies
M in SAMPLE,Medications
P in SAMPLE,Previous / Pertinent history
L in SAMPLE,"Last intake/output - food, drink, urination, bowel movements"
E in SAMPLE,Events leading to injury/illness - what happened the last few days?
S in SOAP,"Subjective: This information is told to you by patients or bystanders, such as the order of events"
O in SOAP,"Objective: This information is measurable and observable, like vital signs."
A in SOAP,Assessment: categorizes the patient’s medical concerns as a problem list
P in SOAP,Plan: Will note treatments for each problem and additional action steps
CSM,"Circulation
Sensation
Movement"
Hyper-,"Above, excessive"
Hypo-,"Below, under, deficient"
Brady-,Slow
Tachy-,Fast
